id,EAP,HPL,MWS
id25355,0.007490698713809252,0.9608657956123352,0.03164348006248474
id16916,0.3080061674118042,0.019630106166005135,0.6723637580871582
id12793,0.77546226978302,0.2243347018957138,0.000203017596504651
id11859,0.9175833463668823,0.008474442176520824,0.07394222170114517
id02434,0.9994829893112183,4.1071317014029773e-08,0.000516982632689178
id27703,0.5350350141525269,0.03255024552345276,0.4324147701263428
id25212,0.5223228335380554,0.4548899531364441,0.022787202149629593
id11308,0.04543690383434296,0.05189027264714241,0.9026728272438049
id26094,0.027924833819270134,0.9715093970298767,0.0005657564615830779
id22080,0.4523300528526306,0.05508175119757652,0.49258819222450256
id03545,0.055716343224048615,0.9420924186706543,0.0021912564989179373
id23725,0.0005906622973270714,0.9990338683128357,0.00037544636870734394
id12009,0.7188700437545776,0.2675156593322754,0.01361431647092104
id24241,0.6768292188644409,0.14779475331306458,0.1753760129213333
id03596,0.026273783296346664,0.94879150390625,0.02493472956120968
id10749,0.2091817408800125,0.5272452235221863,0.2635730803012848
id22794,0.02584673836827278,0.9740355610847473,0.00011771293793572113
id15482,0.0023630729410797358,0.001026265905238688,0.9966106414794922
id04833,0.054581668227910995,0.6980403065681458,0.24737802147865295
id00397,0.991310715675354,0.0007436496089212596,0.007945625111460686
id14691,0.09704020619392395,0.9028573632240295,0.00010243863653158769
id05193,0.8932586312294006,0.001338343252427876,0.10540301352739334
id19541,0.10212373733520508,0.8243722915649414,0.07350395619869232
id22166,0.07664135098457336,0.9198843836784363,0.003474268363788724
id20744,0.05189049616456032,0.5868409276008606,0.361268550157547
id10392,0.9999982714653015,3.2349671386100454e-08,1.7083714283216977e-06
id00770,0.006541656330227852,0.22446933388710022,0.7689890265464783
id06018,0.1875980645418167,0.33697858452796936,0.4754233658313751
id15678,0.0308216642588377,0.06816192716360092,0.9010164141654968
id08305,0.25093507766723633,0.7323508858680725,0.016714055091142654
id08903,0.2694351077079773,0.728115439414978,0.0024494403041899204
id14752,0.05537746474146843,0.29366636276245117,0.6509562134742737
id12468,0.009689142927527428,0.9344561696052551,0.0558546707034111
id05085,0.2790088951587677,0.011006925255060196,0.7099841833114624
id21993,0.5985174179077148,0.1575334370136261,0.24394915997982025
id15503,0.5401278138160706,0.18376858532428741,0.27610355615615845
id03021,0.17066147923469543,0.6568480134010315,0.17249050736427307
id16123,0.02563844993710518,0.48882073163986206,0.48554080724716187
id19383,0.5521019101142883,0.3021771013736725,0.14572098851203918
id04186,0.00878837052732706,0.05313879996538162,0.9380728006362915
id17954,0.0064171599224209785,0.9901830554008484,0.00339980935677886
id12030,0.08952689915895462,0.072568379342556,0.8379047513008118
id13020,0.20429526269435883,0.6653075814247131,0.13039715588092804
id25327,0.18208500742912292,0.8143143653869629,0.003600618802011013
id16344,0.733250081539154,0.056644733995199203,0.21010521054267883
id12303,0.7657402753829956,0.14388039708137512,0.09037932753562927
id15017,0.054297469556331635,0.8904716372489929,0.05523090064525604
id22308,0.0776086077094078,0.1706039309501648,0.7517874836921692
id06536,0.4048974812030792,0.5895832777023315,0.005519260186702013
id19797,0.9771106243133545,0.010284742340445518,0.01260463334619999
id06332,0.08525203168392181,0.7307716012001038,0.18397639691829681
id22941,0.02995254285633564,0.052559979259967804,0.9174875020980835
id13547,0.0016419092426076531,0.09473971277475357,0.9036183953285217
id06928,0.0510893352329731,0.9388664960861206,0.010044191963970661
id12521,0.9172674417495728,0.012549120001494884,0.07018343359231949
id25716,0.7983804941177368,0.06081332266330719,0.140806183218956
id27116,0.31092166900634766,0.5908136367797852,0.0982646718621254
id19941,0.5644426345825195,0.010488033294677734,0.42506933212280273
id05711,0.1973830610513687,0.2616921663284302,0.5409247875213623
id02097,0.06733895093202591,0.1644759476184845,0.7681850790977478
id03563,0.31843486428260803,0.071475550532341,0.6100896000862122
id02295,0.8567715883255005,0.0021765537094324827,0.14105185866355896
id08179,0.9999660849571228,1.4119206070972723e-06,3.251142334192991e-05
id05332,0.8255801796913147,0.051294296979904175,0.12312553822994232
id15697,0.4991444945335388,0.01539082545787096,0.4854646623134613
id17026,0.9317846298217773,0.010798458009958267,0.0574168898165226
id04243,0.10210492461919785,0.12380325794219971,0.7740918397903442
id13175,0.9820708632469177,0.0017116776434704661,0.01621744967997074
id05387,0.21877147257328033,0.7783746123313904,0.002853902755305171
id19989,0.002112487331032753,0.0030188888777047396,0.9948686361312866
id25173,0.15183937549591064,0.8378903865814209,0.010270247235894203
id08925,0.0021343582775443792,0.9978487491607666,1.690629324002657e-05
id03034,0.03949550911784172,0.3102179169654846,0.6502865552902222
id13272,0.013883160427212715,0.9851909279823303,0.0009259112412109971
id07956,0.07748100161552429,0.5408228635787964,0.3816961646080017
id02648,0.5649354457855225,0.16296322643756866,0.2721013128757477
id01778,0.13959138095378876,0.20526094734668732,0.6551476716995239
id12846,0.6819128394126892,0.30656227469444275,0.011524862609803677
id19001,0.3111783564090729,0.35431212186813354,0.3345094919204712
id05763,0.5708060264587402,0.05338718369603157,0.3758068084716797
id15590,0.45485538244247437,0.38866493105888367,0.15647968649864197
id04912,0.08554773777723312,0.49643585085868835,0.4180164039134979
id21201,0.20341013371944427,0.7681133151054382,0.02847655862569809
id13215,0.4421897828578949,0.14142537117004395,0.41638484597206116
id15612,0.48892807960510254,0.014506606385111809,0.4965653121471405
id18501,0.85452800989151,0.08615180850028992,0.05932018533349037
id07223,0.8383994102478027,0.04240411892533302,0.11919644474983215
id06707,0.012359803542494774,0.9796010851860046,0.008039127103984356
id05238,0.9926192760467529,0.0054238238371908665,0.0019568847492337227
id00935,0.18041373789310455,0.8090295791625977,0.010556695982813835
id00110,0.08041021972894669,0.02288755774497986,0.896702229976654
id17476,0.019649449735879898,0.9194010496139526,0.06094951927661896
id15170,0.9391279816627502,0.03261648118495941,0.028255542740225792
id13397,0.4952215254306793,0.24993900954723358,0.2548394501209259
id24283,0.3384396731853485,0.025855526328086853,0.6357048153877258
id15234,0.42051151394844055,0.5716338753700256,0.007854585535824299
id16884,0.05639449879527092,0.18676255643367767,0.7568429708480835
id07831,0.6454830765724182,0.047218602150678635,0.30729833245277405
id16038,0.3653835356235504,0.40742260217666626,0.22719386219978333
id03629,0.14421804249286652,0.24777008593082428,0.6080118417739868
id21019,0.6111831068992615,0.08133374154567719,0.30748313665390015
id21835,0.022670412436127663,0.8124210238456726,0.16490858793258667
id04480,0.9887996315956116,0.007441767957061529,0.003758583217859268
id20838,0.1845760941505432,0.014246627688407898,0.8011772632598877
id24195,0.7646458148956299,0.0937565267086029,0.1415976583957672
id05448,0.001983078196644783,0.23414768278598785,0.7638692259788513
id15957,0.3640953600406647,0.04749789088964462,0.5884067416191101
id19956,0.007320828270167112,0.12444969266653061,0.8682295083999634
id15104,0.7552035450935364,0.033763084560632706,0.21103337407112122
id17559,0.715214729309082,0.08265464007854462,0.20213064551353455
id16839,0.0808461606502533,0.8961130976676941,0.023040715605020523
id14493,0.05492786690592766,0.5120333433151245,0.43303877115249634
id08833,0.008036273531615734,0.9637120366096497,0.028251703828573227
id15723,0.7001597285270691,0.0025427555665373802,0.29729753732681274
id02716,0.060113079845905304,0.0007614264613948762,0.9391254782676697
id06689,0.24998731911182404,0.7481906414031982,0.0018220278434455395
id18837,0.12081778794527054,0.6484718322753906,0.23071038722991943
id04466,0.006114573683589697,0.25366511940956116,0.740220308303833
id00686,0.00015524665650445968,0.9998446106910706,1.3395093390045076e-07
id09010,0.1529388278722763,0.08402792364358902,0.7630332708358765
id23353,0.441461443901062,0.43512824177742004,0.12341031432151794
id00066,0.6350429058074951,0.20428289473056793,0.16067419946193695
id15724,0.013590175658464432,0.05653064697980881,0.9298791885375977
id23486,0.001008915132842958,0.9469344019889832,0.05205666273832321
id22258,0.4497579038143158,0.44746071100234985,0.10278137773275375
id02292,0.9161890745162964,0.08106105029582977,0.0027498623821884394
id16356,0.46549516916275024,0.13629786670207977,0.3982069790363312
id00235,0.010397044010460377,0.7760363817214966,0.2135665863752365
id25522,0.10162228345870972,0.12903045117855072,0.7693472504615784
id04204,0.7231339812278748,0.13410425186157227,0.1427617371082306
id22016,0.9099748134613037,0.07911983132362366,0.010905331000685692
id06480,0.7906967401504517,0.02011191099882126,0.1891913264989853
id08718,0.02357279509305954,0.01553963404148817,0.9608875513076782
id05251,0.04797448217868805,0.020677002146840096,0.9313485026359558
id03359,0.11409413814544678,0.2882620394229889,0.5976437926292419
id16117,0.7737846970558167,0.051502399146556854,0.1747128963470459
id17000,0.21732868254184723,0.16334429383277893,0.6193270087242126
id01730,0.6240357756614685,0.37515902519226074,0.0008052370394580066
id00630,0.45306113362312317,0.4122278094291687,0.13471105694770813
id18175,0.28724899888038635,0.025297343730926514,0.6874536275863647
id00907,0.18487673997879028,0.09601771831512451,0.7191055417060852
id18251,0.6896063089370728,0.30588284134864807,0.004510827828198671
id25861,0.11958613991737366,0.019031424075365067,0.8613824248313904
id00398,0.7930523753166199,0.12145384401082993,0.08549380302429199
id27573,0.018293125554919243,0.0013923983788117766,0.9803144931793213
id10022,0.8708763122558594,0.12901926040649414,0.00010442733764648438
id15901,0.20930196344852448,0.034406550228595734,0.7562915086746216
id00451,0.7558664679527283,0.23384162783622742,0.010291877202689648
id23129,0.21509204804897308,0.6206796765327454,0.16422829031944275
id26498,0.057288140058517456,0.18685485422611237,0.755856990814209
id14741,0.6244958639144897,0.3266660273075104,0.048838112503290176
id18453,0.0339042954146862,0.005817900411784649,0.960277795791626
id08309,0.882488489151001,0.027737656608223915,0.08977386355400085
id00320,0.9703705906867981,0.02912701480090618,0.0005023968988098204
id07688,0.016498081386089325,0.27074092626571655,0.7127609848976135
id01556,0.9609392881393433,0.03541867434978485,0.003642032388597727
id00178,0.9548212885856628,0.0068909483961761,0.038287773728370667
id18902,0.21768155694007874,0.7488629817962646,0.03345545381307602
id27002,0.1096544936299324,0.7900022864341736,0.10034319758415222
id21418,0.050090618431568146,0.26995307207107544,0.679956316947937
id23018,0.4827793538570404,0.19167445600032806,0.32554617524147034
id07032,0.914963960647583,0.07864666730165482,0.006389384623616934
id16195,0.7880882620811462,0.09950220584869385,0.11240950226783752
id11202,0.7001975178718567,0.047609541565179825,0.2521929442882538
id09578,0.1202307641506195,0.04715842008590698,0.8326107859611511
id26984,0.9326744079589844,0.03566015884280205,0.03166541829705238
id19856,0.4929935038089752,0.01527795847505331,0.4917285442352295
id12086,0.8177765011787415,0.034612931311130524,0.1476105898618698
id12052,0.7416342496871948,0.15847057104110718,0.0998951643705368
id17728,0.04305391013622284,1.6820555174490437e-05,0.9569292664527893
id24608,0.14932142198085785,0.05022447183728218,0.8004541397094727
id21097,0.0810515359044075,0.14094199240207672,0.7780064940452576
id20179,0.07751414179801941,0.9221661686897278,0.0003197107871528715
id15144,0.798438549041748,0.005726541392505169,0.1958349198102951
id00206,0.28722521662712097,0.3373021185398102,0.37547266483306885
id22285,0.025580769404768944,0.9695814251899719,0.0048378268256783485
id06417,0.8270019292831421,0.031665194779634476,0.14133284986019135
id00215,0.3578263223171234,0.1799009144306183,0.4622727632522583
id04201,0.267496258020401,0.12619563937187195,0.606308102607727
id21771,0.6155441999435425,0.21893811225891113,0.165517657995224
id12451,0.43130263686180115,0.06332604587078094,0.5053713321685791
id14250,0.4791361689567566,0.36716678738594055,0.15369702875614166
id03433,0.9979307055473328,0.0020612580701708794,8.038907253649086e-06
id03303,0.13306830823421478,0.13729548454284668,0.7296361923217773
id25901,0.15254414081573486,0.7213978171348572,0.12605805695056915
id06945,0.4910281002521515,0.25799983739852905,0.25097206234931946
id05664,0.812889814376831,0.1668497622013092,0.02026045136153698
id05741,0.9972466230392456,0.0006840898422524333,0.002069268375635147
id10652,0.8587191104888916,0.13028296828269958,0.010997951962053776
id16300,0.40270480513572693,0.03247988224029541,0.5648153424263
id12319,0.6108294725418091,0.256613552570343,0.1325569599866867
id07500,0.03089907020330429,0.00011193996760994196,0.9689890146255493
id12478,0.7016093730926514,0.03180680423974991,0.26658380031585693
id03076,0.042032428085803986,0.010274656116962433,0.9476929306983948
id00969,0.8496134281158447,0.00399466697126627,0.1463918834924698
id23636,0.2963460683822632,0.24345698952674866,0.46019694209098816
id09791,0.2751115560531616,0.05657069385051727,0.6683177351951599
id05680,0.004946822766214609,0.011530042625963688,0.9835231304168701
id03672,0.022120332345366478,0.001807569176889956,0.9760720729827881
id04286,0.10461375117301941,0.020697301253676414,0.8746889233589172
id23883,0.015391325578093529,0.98460853099823,1.4131174452813866e-07
id11914,0.5433983206748962,0.1976519227027893,0.25894975662231445
id20974,0.06928382068872452,0.533224880695343,0.3974912762641907
id26125,0.054255180060863495,0.7855661511421204,0.16017869114875793
id15543,0.6497874855995178,0.2432449609041214,0.10696753114461899
id19471,0.0054656267166137695,0.9945031404495239,3.12050360662397e-05
id11503,0.385194331407547,0.3083609640598297,0.3064447045326233
id09321,0.23928463459014893,0.4108424484729767,0.3498729169368744
id25560,0.7164575457572937,0.23652340471744537,0.047019075602293015
id06726,0.13542719185352325,0.20418980717658997,0.6603829860687256
id05709,0.09909433126449585,0.44464313983917236,0.4562625288963318
id09788,0.6530977487564087,0.03089805692434311,0.31600421667099
id05289,0.5647953748703003,0.42000818252563477,0.015196455642580986
id11815,0.6566348075866699,0.2583984434604645,0.08496678620576859
id22422,0.9179291129112244,0.028807472437620163,0.05326339602470398
id25954,0.8695708513259888,0.1268812119960785,0.0035479431971907616
id13601,0.5492240786552429,0.0026710534002631903,0.4481048583984375
id05677,0.037236154079437256,0.9141682982444763,0.04859553650021553
id10498,0.02305736020207405,0.9587331414222717,0.01820952072739601
id02665,0.022190529853105545,0.9472086429595947,0.03060080297291279
id10114,0.1523812711238861,0.31081241369247437,0.5368062853813171
id26314,0.006186872720718384,0.49329158663749695,0.5005215406417847
id21240,0.5163363814353943,0.04112040996551514,0.4425432085990906
id15569,0.03817365691065788,0.01771235279738903,0.9441139698028564
id25928,0.13818924129009247,0.8258313536643982,0.03597940877079964
id22706,0.04953797906637192,0.7524953484535217,0.19796666502952576
id20877,0.9972710609436035,0.0005944244330748916,0.0021345135755836964
id04318,0.3449386656284332,0.004384261090308428,0.6506770849227905
id18299,0.01159540843218565,0.9858353137969971,0.002569301286712289
id08126,0.7636784911155701,0.23577673733234406,0.0005448004812933505
id14293,0.20511162281036377,0.18701522052288055,0.6078731417655945
id12759,0.7477556467056274,0.13980896770954132,0.11243537068367004
id11983,0.0024794996716082096,0.9653382301330566,0.03218226507306099
id05580,0.009133750572800636,0.9859899282455444,0.004876320715993643
id25846,0.11487553268671036,0.5460262894630432,0.339098185300827
id01939,0.23830457031726837,0.4990873634815216,0.2626080811023712
id26327,0.6028116941452026,0.10012360662221909,0.2970646917819977
id11068,0.03621968999505043,0.9607725739479065,0.0030077616684138775
id08404,0.21295495331287384,0.7679264545440674,0.019118592143058777
id27189,0.8666233420372009,0.07500729709863663,0.05836934968829155
id15119,0.7272080183029175,0.2721844017505646,0.000607573427259922
id26525,0.17292024195194244,0.010871648788452148,0.8162081241607666
id03618,0.6891953945159912,0.004738057963550091,0.3060665428638458
id27220,0.31520435214042664,0.5214197039604187,0.16337592899799347
id18777,0.3287433087825775,0.06024262681603432,0.6110140681266785
id20213,0.8967242240905762,0.04311047121882439,0.06016533449292183
id20403,0.6639496088027954,0.0030128336511552334,0.3330375850200653
id03777,0.08259697258472443,0.6872910857200623,0.23011194169521332
id10595,0.9945184588432312,0.000760173425078392,0.004721347242593765
id13816,0.6921387910842896,0.19721664488315582,0.11064455658197403
id05667,0.47167477011680603,0.4669627249240875,0.061362504959106445
id24629,0.4316842555999756,0.34500518441200256,0.22331054508686066
id20398,0.7298672795295715,0.22432953119277954,0.04580317437648773
id14108,0.07558662444353104,0.8140913844108582,0.11032196879386902
id06196,0.4696798622608185,0.2277696132659912,0.3025505244731903
id02800,0.005073565524071455,0.989822506904602,0.005103942472487688
id18732,0.8030163049697876,0.19103409349918365,0.005949593149125576
id11915,0.00040080456528812647,0.010886922478675842,0.9887122511863708
id09739,0.4992513954639435,0.3652956485748291,0.1354529708623886
id24672,0.9408881664276123,0.05802204832434654,0.0010897762840613723
id00414,0.9971209168434143,0.0023578566033393145,0.0005212252144701779
id16307,0.9280102252960205,0.0025298581458628178,0.069459930062294
id14043,0.17799919843673706,0.7777891159057617,0.04421171918511391
id00517,0.9502913951873779,0.001570515101775527,0.048138104379177094
id09744,0.0011152828810736537,0.9325988292694092,0.0662858858704567
id19257,0.24901409447193146,0.4021412432193756,0.34884464740753174
id15437,0.2770375907421112,0.7181926965713501,0.004769702907651663
id16352,0.5664884448051453,0.006464431062340736,0.42704713344573975
id18849,0.4399116635322571,0.06616441905498505,0.4939239025115967
id19434,0.787093997001648,0.06571881473064423,0.14718720316886902
id17928,0.21361079812049866,0.05819834768772125,0.7281908392906189
id16896,0.038189638406038284,0.16622775793075562,0.7955825924873352
id02135,0.40923526883125305,0.0012948354706168175,0.5894699096679688
id15075,0.44479507207870483,0.43778684735298157,0.1174180880188942
id27486,1.7193124222103506e-06,0.9999982714653015,3.257194336470093e-08
id19422,0.314240425825119,0.0541461743414402,0.6316134333610535
id09603,0.39254072308540344,0.26733872294425964,0.3401205539703369
id02133,0.11715475469827652,0.23374496400356293,0.6491003036499023
id03441,0.8611488342285156,0.13686732947826385,0.001983865164220333
id02398,0.8907902836799622,0.03458085283637047,0.07462885230779648
id05152,0.5776270031929016,0.12958383560180664,0.29278913140296936
id17838,0.4115058481693268,0.0793408527970314,0.5091533064842224
id25060,0.034501150250434875,0.2972431182861328,0.6682557463645935
id09998,0.17364399135112762,0.820928692817688,0.005427337251603603
id01828,0.44332101941108704,0.5512979626655579,0.005381008144468069
id25377,0.6589412093162537,0.3254142999649048,0.01564447022974491
id22175,0.2482592910528183,0.7313107252120972,0.02042999304831028
id02974,0.07565651088953018,0.854352593421936,0.06999090313911438
id26955,0.1020381972193718,0.7375743389129639,0.16038745641708374
id21091,0.08233944326639175,0.0720970407128334,0.845563530921936
id12802,0.032498862594366074,0.575648307800293,0.39185279607772827
id07432,1.1687242476909887e-05,0.007669064681977034,0.9923192262649536
id18749,0.289002001285553,0.01661183312535286,0.6943861246109009
id15030,0.0594157911837101,0.010839557275176048,0.9297446608543396
id17155,0.004601588938385248,0.9881072044372559,0.007291190326213837
id08128,0.006745615508407354,0.8661603927612305,0.12709398567676544
id25706,0.8815668821334839,0.005272725597023964,0.1131603941321373
id15645,0.6914054155349731,0.17223790287971497,0.1363566815853119
id04943,0.03714120388031006,0.5657459497451782,0.39711281657218933
id27566,0.3618985414505005,0.07848579436540604,0.5596156716346741
id11765,0.17856571078300476,0.31542912125587463,0.5060051679611206
id13783,0.11501472443342209,0.30243101716041565,0.5825542211532593
id00492,0.23767873644828796,0.05074247717857361,0.7115787863731384
id27636,0.4895421266555786,0.44325315952301025,0.06720471382141113
id04273,0.016063956543803215,0.9839085936546326,2.7441856218501925e-05
id02537,0.8434188961982727,0.05494620278477669,0.10163488239049911
id24349,0.11543047428131104,0.7805636525154114,0.10400589555501938
id00023,0.039614032953977585,0.9603539705276489,3.199081402271986e-05
id23025,0.9447543621063232,0.031838756054639816,0.023406878113746643
id08722,0.8860396146774292,0.10765981674194336,0.006300575099885464
id02420,0.2689598798751831,0.11397408694028854,0.6170660257339478
id10811,0.9084275960922241,0.0435384102165699,0.048034004867076874
id04019,0.6119768619537354,0.11616519093513489,0.27185794711112976
id18334,0.13773080706596375,0.5253147482872009,0.3369544446468353
id16781,0.4906826615333557,0.033239711076021194,0.4760776162147522
id08773,0.6400509476661682,0.28624480962753296,0.07370426505804062
id19214,0.488963782787323,0.11652360111474991,0.3945126235485077
id09589,0.3650548756122589,0.18544010818004608,0.4495050311088562
id24246,0.97281813621521,0.026032868772745132,0.0011490172473713756
id23577,0.7031565308570862,0.05561017617583275,0.24123327434062958
id09305,0.6505095362663269,0.12046673893928528,0.22902369499206543
id16460,0.556616485118866,0.07411088794469833,0.3692726492881775
id21115,0.08226542919874191,0.29437339305877686,0.6233611702919006
id25996,0.5472203493118286,0.19249649345874786,0.26028314232826233
id02551,0.15737780928611755,0.1688063144683838,0.6738158464431763
id19352,0.03021177649497986,0.9519145488739014,0.01787368394434452
id03806,0.09903153032064438,0.12472295761108398,0.7762455344200134
id26544,0.1100718230009079,0.0042058564722537994,0.8857223391532898
id18761,0.03613308072090149,0.9638498425483704,1.7050804672180675e-05
id24148,0.14115196466445923,0.29236701130867004,0.5664810538291931
id16095,0.10357923060655594,0.8783754110336304,0.018045373260974884
id18442,0.9257000684738159,0.06737183034420013,0.006928123068064451
id22596,0.04254690930247307,0.14771197736263275,0.8097411394119263
id23002,0.9902209043502808,0.0003078446607105434,0.009471253491938114
id04797,0.8131278157234192,0.1641337275505066,0.022738469764590263
id06610,0.6475817561149597,0.13553571701049805,0.21688252687454224
id16173,0.8549479246139526,0.0013000237522646785,0.1437520831823349
id18292,0.09132161736488342,0.0058496491983532906,0.9028287529945374
id27328,0.947807252407074,0.010024471208453178,0.0421682745218277
id01695,0.23516763746738434,0.652184009552002,0.11264834553003311
id05761,0.2825932800769806,0.7020222544670105,0.015384449623525143
id16354,0.9981412887573242,0.0015274895122274756,0.0003312235348857939
id12207,0.4782845675945282,0.21621060371398926,0.30550482869148254
id05665,0.2640961706638336,0.7057214379310608,0.030182408168911934
id01911,0.7009847164154053,0.1222495287656784,0.17676575481891632
id19153,0.1578526347875595,0.013589480891823769,0.8285579085350037
id10295,0.14403662085533142,0.42705509066581726,0.4289082884788513
id23038,0.8531672358512878,0.005077026318758726,0.14175571501255035
id23783,0.01898718997836113,0.6485068798065186,0.3325059115886688
id27879,0.09211742877960205,0.9001185894012451,0.007763970177620649
id19190,0.4767833352088928,0.05143135040998459,0.471785306930542
id05065,0.48419126868247986,0.0015382437268272042,0.5142704844474792
id21296,0.11913947761058807,0.23995378613471985,0.6409067511558533
id13262,0.35001617670059204,0.0518944151699543,0.5980893969535828
id10333,0.6210479140281677,0.0035425510723143816,0.3754095137119293
id16677,0.07396480441093445,0.9260351061820984,7.966846027329666e-08
id01392,0.022074434906244278,0.06068449839949608,0.9172410368919373
id27874,0.8178040981292725,0.011726937256753445,0.17046897113323212
id02294,0.5385791063308716,0.0015548858791589737,0.4598660171031952
id18298,0.23614443838596344,0.07965566217899323,0.6841999292373657
id06997,0.6051731705665588,0.33468520641326904,0.06014158949255943
id05243,0.6753215789794922,0.002164710545912385,0.32251372933387756
id00860,0.054740093648433685,0.34688812494277954,0.5983717441558838
id26681,0.027856621891260147,0.9401426911354065,0.032000694423913956
id06020,0.9929561614990234,0.0012086820788681507,0.005835161544382572
id27683,0.4758548438549042,0.2890290319919586,0.2351161241531372
id17655,0.03935606777667999,0.04283618554472923,0.9178077578544617
